ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.9% to 42.1%,1/14/2022 12:00:00 AM,$0.21,$0.27,$0.20,$0.21,4809
42.8% to 43.0%,1/14/2022 12:00:00 AM,$0.14,$0.14,$0.08,$0.11,9814
41.5% or lower,1/14/2022 12:00:00 AM,$0.09,$0.23,$0.07,$0.16,11284
42.2% to 42.4%,1/14/2022 12:00:00 AM,$0.25,$0.25,$0.20,$0.24,4592
42.5% to 42.7%,1/14/2022 12:00:00 AM,$0.22,$0.22,$0.15,$0.16,5656
43.1% to 43.3%,1/14/2022 12:00:00 AM,$0.07,$0.09,$0.03,$0.06,12359
43.4% to 43.6%,1/14/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.02,16411
41.6% to 41.8%,1/14/2022 12:00:00 AM,$0.11,$0.25,$0.10,$0.16,8638
43.7% or higher,1/14/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,21173
41.9% to 42.1%,1/15/2022 12:00:00 AM,$0.21,$0.24,$0.18,$0.20,3910
42.8% to 43.0%,1/15/2022 12:00:00 AM,$0.11,$0.17,$0.10,$0.14,4632
41.5% or lower,1/15/2022 12:00:00 AM,$0.16,$0.16,$0.08,$0.10,5900
42.2% to 42.4%,1/15/2022 12:00:00 AM,$0.24,$0.24,$0.20,$0.21,2550
42.5% to 42.7%,1/15/2022 12:00:00 AM,$0.16,$0.22,$0.16,$0.21,3123
43.1% to 43.3%,1/15/2022 12:00:00 AM,$0.06,$0.10,$0.05,$0.07,5557
43.4% to 43.6%,1/15/2022 12:00:00 AM,$0.02,$0.05,$0.01,$0.04,7274
41.6% to 41.8%,1/15/2022 12:00:00 AM,$0.16,$0.20,$0.09,$0.15,5794
43.7% or higher,1/15/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,9833
41.9% to 42.1%,1/16/2022 12:00:00 AM,$0.20,$0.21,$0.14,$0.14,4236
42.8% to 43.0%,1/16/2022 12:00:00 AM,$0.14,$0.20,$0.13,$0.15,4237
41.5% or lower,1/16/2022 12:00:00 AM,$0.10,$0.11,$0.03,$0.03,10031
42.2% to 42.4%,1/16/2022 12:00:00 AM,$0.21,$0.25,$0.21,$0.22,2053
42.5% to 42.7%,1/16/2022 12:00:00 AM,$0.21,$0.38,$0.21,$0.28,2965
43.1% to 43.3%,1/16/2022 12:00:00 AM,$0.07,$0.10,$0.06,$0.08,3585
43.4% to 43.6%,1/16/2022 12:00:00 AM,$0.04,$0.04,$0.02,$0.04,2972
41.6% to 41.8%,1/16/2022 12:00:00 AM,$0.15,$0.15,$0.08,$0.08,3860
43.7% or higher,1/16/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,7800
41.9% to 42.1%,1/17/2022 12:00:00 AM,$0.14,$0.18,$0.06,$0.14,3827
42.8% to 43.0%,1/17/2022 12:00:00 AM,$0.15,$0.31,$0.15,$0.19,4815
41.5% or lower,1/17/2022 12:00:00 AM,$0.03,$0.05,$0.02,$0.02,5329
42.2% to 42.4%,1/17/2022 12:00:00 AM,$0.22,$0.40,$0.22,$0.27,3271
42.5% to 42.7%,1/17/2022 12:00:00 AM,$0.28,$0.60,$0.26,$0.34,3575
43.1% to 43.3%,1/17/2022 12:00:00 AM,$0.08,$0.11,$0.07,$0.09,3195
43.4% to 43.6%,1/17/2022 12:00:00 AM,$0.04,$0.04,$0.02,$0.04,2430
41.6% to 41.8%,1/17/2022 12:00:00 AM,$0.08,$0.10,$0.03,$0.05,5148
43.7% or higher,1/17/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,4990
41.9% to 42.1%,1/18/2022 12:00:00 AM,$0.14,$0.30,$0.03,$0.27,19544
42.8% to 43.0%,1/18/2022 12:00:00 AM,$0.19,$0.22,$0.06,$0.08,12314
41.5% or lower,1/18/2022 12:00:00 AM,$0.02,$0.05,$0.01,$0.03,19788
42.2% to 42.4%,1/18/2022 12:00:00 AM,$0.27,$0.49,$0.20,$0.45,13465
42.5% to 42.7%,1/18/2022 12:00:00 AM,$0.34,$0.36,$0.16,$0.18,12297
43.1% to 43.3%,1/18/2022 12:00:00 AM,$0.09,$0.13,$0.02,$0.03,12311
43.4% to 43.6%,1/18/2022 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,14390
41.6% to 41.8%,1/18/2022 12:00:00 AM,$0.05,$0.12,$0.03,$0.06,11210
43.7% or higher,1/18/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,7118
41.9% to 42.1%,1/19/2022 12:00:00 AM,$0.27,$0.99,$0.21,$0.99,57519
42.8% to 43.0%,1/19/2022 12:00:00 AM,$0.08,$0.09,$0.01,$0.01,16982
41.5% or lower,1/19/2022 12:00:00 AM,$0.03,$0.12,$0.01,$0.01,23494
42.2% to 42.4%,1/19/2022 12:00:00 AM,$0.45,$0.45,$0.01,$0.01,27034
42.5% to 42.7%,1/19/2022 12:00:00 AM,$0.18,$0.25,$0.01,$0.01,22471
43.1% to 43.3%,1/19/2022 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,7827
43.4% to 43.6%,1/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,261
41.6% to 41.8%,1/19/2022 12:00:00 AM,$0.06,$0.35,$0.01,$0.01,39265
43.7% or higher,1/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2504
41.9% to 42.1%,1/20/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,2834
42.8% to 43.0%,1/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
41.5% or lower,1/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.2% to 42.4%,1/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,77
42.5% to 42.7%,1/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1011
43.1% to 43.3%,1/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.4% to 43.6%,1/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.6% to 41.8%,1/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,86
43.7% or higher,1/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
